PID,Parcel Address,BUILDING TYPE,STYLE,QUALITY,QUALITY digital, YEAR BUILT,MAIN AND UPPER LIVING AREA,BASEMENT AREA,PARCEL SIZE SQ FT,PARCEL SIZE ACRES,VIEW,WATERFRONT,SALE DATE,ORIGINAL SALE AMOUNT,ADJUSTED SALE AMOUNT,ASSESSOR NH (REFERENCE NO),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108472166,11115 NE 43RD CIR VANCOUVER,ZERO LOT LINE OUTER UNIT,2 STORY,2+,2.5,1997,1584,,3532,0.08,,,6/3/2021,"$335,000","$376,038",245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986029252,10917 NE 44TH ST VANCOUVER,ZERO LOT LINE OUTER UNIT,2 STORY,2+,2.5,2015,1679.5,,1942,0.04,,,3/11/2021,"$345,500","$405,963",245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986029255,10923 NE 44TH ST VANCOUVER,ZERO LOT LINE OUTER UNIT,2 STORY,2+,2.5,2016,1706.1,,1938,0.04,,,2/4/2021,"$343,000","$409,028",245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108472138,11003 NE 43RD CIR VANCOUVER,ZERO LOT LINE OUTER UNIT,RANCH,2+,2.5,1996,990,,2672,0.06,,,11/15/2021,"$300,000","$310,500",245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108472174,11123 NE 43RD CIR VANCOUVER,ZERO LOT LINE OUTER UNIT,RANCH,2+,2.5,1997,1010,,2705,0.06,,,4/13/2021,"$300,000","$347,250",245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108472178,11127 NE 43RD CIR VANCOUVER,ZERO LOT LINE OUTER UNIT,RANCH,2+,2.5,1997,1010,,3013,0.07,,,8/12/2021,"$302,000","$328,425",245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108472176,11125 NE 43RD CIR VANCOUVER,ZERO LOT LINE OUTER UNIT,RANCH,2+,2.5,1997,1010,,3070,0.07,,,9/8/2021,"$310,000","$331,700",245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110288142,12408 NE TIFFANY DR VANCOUVER,CONVENTIONAL,1.5 FINISHED,2+,2.5,1972,1828,,12489,0.29,,,3/26/2021,"$404,000","$474,700",246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110284116,1312 NE 129TH AVE VANCOUVER,CONVENTIONAL,1.5 FINISHED,2+,2.5,1974,2136,,10192,0.23,,,6/22/2021,"$435,000","$488,288",246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110170146,1406 NE 127TH AVE VANCOUVER,CONVENTIONAL,2 STORY,2+,2.5,1994,1929,,7509,0.17,,,8/12/2021,"$477,500","$519,281",246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986055309,11416 NE 17TH ST VANCOUVER,CONVENTIONAL,2 STORY,2+,2.5,2021,1975,,3182,0.07,VIEW AVERAGE,,6/25/2021,"$490,385","$550,457",246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110288098,12314 NE 8TH ST VANCOUVER,CONVENTIONAL,2 STORY,3,3,1972,3960.4,,9856,0.23,,,7/28/2021,"$730,000","$806,650",246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114726030,12110 NE 2ND ST VANCOUVER,CONVENTIONAL,RANCH,2+,2.5,1967,1250,,7936,0.18,,,8/11/2021,"$415,000","$451,313",246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114726042,12111 NE 3RD ST VANCOUVER,CONVENTIONAL,RANCH,2+,2.5,1967,1104,,8018,0.18,,,3/26/2021,"$385,555","$453,027",246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110286024,12202 NE 2ND ST VANCOUVER,CONVENTIONAL,RANCH,2+,2.5,1967,1290,,8060,0.19,,,7/7/2021,"$405,000","$447,525",246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114726044,12117 NE 3RD ST VANCOUVER,CONVENTIONAL,RANCH,2+,2.5,1967,1056,,8128,0.19,,,5/12/2021,"$345,000","$393,300",246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110286146,403 NE 123RD AVE VANCOUVER,CONVENTIONAL,RANCH,2+,2.5,1968,1560,,7797,0.18,,,7/7/2021,"$410,000","$453,050",246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114726102,12012 NE 4TH ST VANCOUVER,CONVENTIONAL,RANCH,2+,2.5,1968,1000,,7819,0.18,,,9/28/2021,"$375,000","$401,250",246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110286002,12203 NE 2ND ST VANCOUVER,CONVENTIONAL,RANCH,2+,2.5,1968,1240,,7974,0.18,,,11/10/2021,"$390,000","$403,650",246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110286022,12208 NE 2ND ST VANCOUVER,CONVENTIONAL,RANCH,2+,2.5,1968,1232,,8034,0.18,,,6/28/2021,"$390,000","$437,775",246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114726070,419 NE 122ND AVE VANCOUVER,CONVENTIONAL,RANCH,2+,2.5,1968,1848,,9749,0.22,,,9/30/2021,"$408,000","$436,560",246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110287008,1005 NE 125TH AVE VANCOUVER,CONVENTIONAL,RANCH,2+,2.5,1968,1876,,10285,0.24,,,12/28/2021,"$485,500","$493,996",246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110287038,1110 NE 125TH AVE VANCOUVER,CONVENTIONAL,RANCH,2+,2.5,1968,1740,,14524,0.33,,,11/9/2021,"$600,000","$621,000",246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110286186,106 NE 124TH AVE VANCOUVER,CONVENTIONAL,RANCH,2+,2.5,1969,1338,,8059,0.19,,,7/7/2021,"$425,000","$469,625",246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110286098,116 NE 124TH AVE VANCOUVER,CONVENTIONAL,RANCH,2+,2.5,1969,1008,,8069,0.19,,,4/13/2021,"$380,000","$439,850",246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114726064,12116 NE 4TH ST VANCOUVER,CONVENTIONAL,RANCH,2+,2.5,1969,1419,,10122,0.23,,,8/17/2021,"$415,000","$451,313",246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114727040,419 NE 120TH AVE VANCOUVER,CONVENTIONAL,RANCH,2+,2.5,1970,1412,,7732,0.18,,,8/6/2021,"$346,000","$376,275",246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114726106,308 NE 121ST AVE VANCOUVER,CONVENTIONAL,RANCH,2+,2.5,1970,900,,8143,0.19,,,7/7/2021,"$335,000","$370,175",246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110288016,700 NE 124TH AVE VANCOUVER,CONVENTIONAL,RANCH,2+,2.5,1970,1008,,10396,0.24,,,10/12/2021,"$375,000","$394,688",246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114727222,11911 NE 6TH ST VANCOUVER,CONVENTIONAL,RANCH,2+,2.5,1970,1000,,10794,0.25,,,9/22/2021,"$380,000","$406,600",246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110287076,1119 NE 127TH AVE VANCOUVER,CONVENTIONAL,RANCH,2+,2.5,1970,1760,,12972,0.30,,,6/30/2021,"$460,000","$516,350",246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110284024,13014 NE 14TH ST VANCOUVER,CONVENTIONAL,RANCH,2+,2.5,1971,1254,,9972,0.23,,,8/12/2021,"$428,000","$465,450",246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110287060,12611 NE 11TH ST VANCOUVER,CONVENTIONAL,RANCH,2+,2.5,1971,1519,,9993,0.23,,,12/28/2021,"$399,000","$405,983",246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110189024,11808 NE 15TH ST VANCOUVER,CONVENTIONAL,RANCH,2+,2.5,1971,1202,,10121,0.23,,,5/17/2021,"$365,000","$416,100",246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110189112,11914 NE 16TH ST VANCOUVER,CONVENTIONAL,RANCH,2+,2.5,1971,1202,,10169,0.23,,,6/22/2021,"$348,000","$390,630",246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110288026,520 NE 124TH AVE VANCOUVER,CONVENTIONAL,RANCH,2+,2.5,1971,1488,,10606,0.24,,,9/25/2021,"$375,000","$401,250",246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110284004,1604 NE 130TH AVE VANCOUVER,CONVENTIONAL,RANCH,2+,2.5,1971,1205,,10798,0.25,,,9/7/2021,"$425,000","$454,750",246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110287062,12701 NE 11TH ST VANCOUVER,CONVENTIONAL,RANCH,2+,2.5,1971,1155,,11404,0.26,,,6/25/2021,"$350,000","$392,875",246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110288108,12303 NE 9TH ST VANCOUVER,CONVENTIONAL,RANCH,2+,2.5,1972,1008,,9817,0.23,,,8/12/2021,"$400,500","$435,544",246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110288152,12421 NE TIFFANY DR VANCOUVER,CONVENTIONAL,RANCH,2+,2.5,1972,1232,,10006,0.23,,,6/30/2021,"$400,000","$449,000",246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110288122,814 NE 123RD AVE VANCOUVER,CONVENTIONAL,RANCH,2+,2.5,1972,1588,,10104,0.23,,,11/30/2021,"$530,000","$548,550",246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110288182,12613 NE 9TH ST VANCOUVER,CONVENTIONAL,RANCH,2+,2.5,1972,1008,,10285,0.24,,,10/7/2021,"$410,000","$431,525",246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110284062,13018 NE 16TH ST VANCOUVER,CONVENTIONAL,RANCH,2+,2.5,1972,1254,,11081,0.25,,,7/2/2021,"$422,000","$466,310",246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110288144,12400 NE TIFFANY DR VANCOUVER,CONVENTIONAL,RANCH,2+,2.5,1972,1008,,11303,0.26,,,4/12/2021,"$370,000","$428,275",246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110284144,1305 NE 129TH AVE VANCOUVER,CONVENTIONAL,RANCH,2+,2.5,1973,1056,,9833,0.23,,,6/3/2021,"$395,000","$443,388",246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110284122,1220 NE 129TH AVE VANCOUVER,CONVENTIONAL,RANCH,2+,2.5,1973,1536,,12105,0.28,,,2/8/2021,"$399,900","$476,881",246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110284094,1612 NE 128TH AVE VANCOUVER,CONVENTIONAL,RANCH,2+,2.5,1975,1560,,10788,0.25,,,9/10/2021,"$350,000","$374,500",246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110562106,11519 NE 8TH ST VANCOUVER,CONVENTIONAL,RANCH,2+,2.5,1976,1500,,9996,0.23,,,5/7/2021,"$383,500","$437,190",246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110170044,12305 NE 16TH ST VANCOUVER,CONVENTIONAL,RANCH,2+,2.5,1977,1832,,7556,0.17,,,1/14/2021,"$315,000","$381,150",246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110170072,1400 NE 125TH AVE VANCOUVER,CONVENTIONAL,RANCH,2+,2.5,1978,1092,,8846,0.20,,,8/18/2021,"$455,000","$494,813",246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114301005,12003 NE 4TH ST VANCOUVER,CONVENTIONAL,RANCH,2+,2.5,1993,1168,,7405,0.17,,,11/19/2021,"$410,500","$424,868",246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110189198,11616 NE 15TH ST VANCOUVER,CONVENTIONAL,RANCH,2+,2.5,1994,1526,,5943,0.14,,,8/24/2021,"$410,000","$445,875",246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110189194,11619 NE 15TH ST VANCOUVER,CONVENTIONAL,RANCH,2+,2.5,1994,1446,,5943,0.14,,,7/12/2021,"$385,000","$425,425",246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110189162,11618 NE 14TH ST VANCOUVER,CONVENTIONAL,RANCH,2+,2.5,1994,1526,,5958,0.14,,,7/12/2021,"$392,000","$433,160",246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
